ID Commande,ID Client,ID Produit,Nom Produit,Quantité,Prix Unitaire,Date Commande,Canal,Statut Commande,Adresse Livraison,Ville Livraison
853760,4302,P5363,Used Soft Tuna,5,111.78,2024-07-08 13:56:45,mobile,en attente,824 Marietta,Knoxville
853760,4302,P5414,Unbranded Concrete Pizza,2,270.11,2024-07-08 13:56:45,mobile,en attente,824 Marietta,Knoxville
853799,1321,P5486,New Concrete Sausages,2,217.5,2024-07-27 22:52:58,mobile,en attente,1134 Funston,Chester
853799,1321,P2281,Licensed Wooden Computer,4,286.3,2024-07-27 22:52:58,mobile,en attente,1134 Funston,Chester
854805,2058,P3943,Tasty Plastic Pizza,1,323.53,2024-03-11 12:33:50,mobile,en attente,334 Tuscany,Abilene
854805,2058,P6232,Practical Soft Gloves,2,220.02,2024-03-11 12:33:50,mobile,en attente,334 Tuscany,Abilene
855319,5142,P9642,Incredible Concrete Hat,2,205.11,2023-09-30 16:01:34,mobile,annulée,1368 Chancery,Biloxi
855319,5142,P3650,Fantastic Plastic Table,5,337.85,2023-09-30 16:01:34,mobile,annulée,1368 Chancery,Biloxi
855319,5142,P9458,Unbranded Cotton Cheese,4,283.88,2023-09-30 16:01:34,mobile,annulée,1368 Chancery,Biloxi
855739,8629,P4398,Sleek Soft Ball,2,271.19,2024-03-07 11:46:04,mobile,payée,1070 Concord,Haverhill
855739,8629,P1269,Refined Wooden Fish,4,147.82,2024-03-07 11:46:04,mobile,payée,1070 Concord,Haverhill
855739,8629,P7088,Small Wooden Keyboard,3,436.89,2024-03-07 11:46:04,mobile,payée,1070 Concord,Haverhill
855861,2305,P6133,Licensed Plastic Hat,2,27.57,2024-01-22 06:31:38,mobile,annulée,144 Second,Albertville
855861,2305,P0655,Awesome Rubber Keyboard,1,10.65,2024-01-22 06:31:38,mobile,annulée,144 Second,Albertville
855969,4934,P7949,Fantastic Rubber Bacon,3,236.08,2025-01-21 10:31:16,mobile,payée,229 Davidson,Yucaipa
856146,7058,P3978,Rustic Steel Salad,1,424.86,2024-04-09 06:49:19,mobile,en attente,515 Tamalpais,Cypress
856146,7058,P8859,Rustic Pizza,3,357.7,2024-04-09 06:49:19,mobile,en attente,515 Tamalpais,Cypress
856146,7058,P9464,Unbranded Soft Pizza,1,151.09,2024-04-09 06:49:19,mobile,en attente,515 Tamalpais,Cypress
856368,1224,P7168,Refined Soft Ball,2,269.58,2024-09-15 11:50:35,mobile,payée,96 Colusa,Corona
856691,5997,P8993,Tasty Soft Towels,5,325.1,2024-06-23 17:46:09,mobile,payée,891 Monte Vista,Cleveland
856879,5960,P0207,Ergonomic Wooden Hat,2,405.32,2023-11-05 13:30:32,mobile,en attente,1386 Lyell,Mayfield Heights
856879,5960,P0085,Licensed Cotton Chair,4,5.96,2023-11-05 13:30:32,mobile,en attente,1386 Lyell,Mayfield Heights
857118,5176,P9733,Sleek Metal Pizza,3,351.68,2023-07-24 22:10:37,mobile,payée,1105 Paradise,Kinston
857118,5176,P2477,Gorgeous Granite Towels,2,346.17,2023-07-24 22:10:37,mobile,payée,1105 Paradise,Kinston
857458,6724,P2037,Handmade Computer,2,375.62,2025-02-09 12:07:36,mobile,annulée,817 Watt,Akron
857458,6724,P7178,Rustic Chair,4,22.88,2025-02-09 12:07:36,mobile,annulée,817 Watt,Akron
858060,4602,P1684,Gorgeous Cotton Table,3,137.61,2025-02-20 10:33:44,mobile,annulée,366 Hagiwara Tea Garden,Alliance
858060,4602,P3501,Rustic Metal Shirt,3,458.79,2025-02-20 10:33:44,mobile,annulée,366 Hagiwara Tea Garden,Alliance
858060,4602,P2665,Small Rubber Soap,1,278.44,2025-02-20 10:33:44,mobile,annulée,366 Hagiwara Tea Garden,Alliance
858240,7788,P8217,Incredible Metal Bike,3,111.62,2023-06-06 12:41:11,mobile,annulée,1133 Mars,Hilliard
858240,7788,P0502,Licensed Steel Cheese,5,352.34,2023-06-06 12:41:11,mobile,annulée,1133 Mars,Hilliard
858740,9825,P0115,For repair Frozen Salad,5,440.04,2024-05-25 19:02:35,mobile,payée,1290 Mendosa,Benbrook
858740,9825,P7732,New Granite Hat,1,317.34,2024-05-25 19:02:35,mobile,payée,1290 Mendosa,Benbrook
858740,9825,P8237,Intelligent Granite Pants,3,286.4,2024-05-25 19:02:35,mobile,payée,1290 Mendosa,Benbrook
860468,8555,P5520,Awesome Concrete Tuna,2,5.47,2023-06-23 04:52:42,mobile,en attente,1290 Lapidge,Kenosha
860468,8555,P6211,Fresh Chair,4,271.69,2023-06-23 04:52:42,mobile,en attente,1290 Lapidge,Kenosha
861243,2147,P8709,Incredible Wooden Soap,5,133.23,2025-02-05 14:36:33,mobile,annulée,559 Fielding,Galesburg
861243,2147,P8281,Unbranded Granite Cheese,5,161.96,2025-02-05 14:36:33,mobile,annulée,559 Fielding,Galesburg
862750,8147,P7698,Ergonomic Concrete Chair,3,109.71,2024-07-16 13:19:28,mobile,payée,586 Chain Of Lakes,Mountain Brook
863468,9014,P6095,Used Fresh Computer,2,284.02,2025-04-03 22:41:25,mobile,annulée,165 Stoneybrook,Kennesaw
863491,3060,P4882,Gently Used Concrete Shirt,1,44.83,2023-10-11 02:48:16,mobile,payée,678 Mcrae,Baldwin Park
863618,6985,P9165,Metal Tuna,4,310.15,2023-12-25 19:41:10,mobile,en attente,413 Isola,Findlay
863618,6985,P9051,Generic Cotton Pizza,4,403.17,2023-12-25 19:41:10,mobile,en attente,413 Isola,Findlay
864070,3050,P3803,Refined Steel Sausages,1,219.16,2024-10-16 05:29:45,mobile,annulée,803 Beckett,Papillion
864070,3050,P0889,For repair Shoes,5,184.19,2024-10-16 05:29:45,mobile,annulée,803 Beckett,Papillion
864805,7477,P4356,Practical Concrete Hat,2,185.27,2024-10-28 09:41:33,mobile,en attente,139 Alemany,Mattoon
864805,7477,P7210,Used Plastic Chips,1,325.44,2024-10-28 09:41:33,mobile,en attente,139 Alemany,Mattoon
864805,7477,P6088,Gently Used Steel Chicken,3,26.2,2024-10-28 09:41:33,mobile,en attente,139 Alemany,Mattoon
864857,3282,P7641,Generic Soft Ball,4,368.13,2023-08-26 02:01:52,mobile,payée,123 Fair,Seminole
864857,3282,P4711,Fantastic Granite Keyboard,1,295.43,2023-08-26 02:01:52,mobile,payée,123 Fair,Seminole
864857,3282,P0214,Licensed Concrete Cheese,5,222.14,2023-08-26 02:01:52,mobile,payée,123 Fair,Seminole
865101,5254,P5454,Awesome Plastic Mouse,4,18.89,2025-01-13 08:51:45,mobile,annulée,1353 Myrtle,Hilton Head Island
865101,5254,P0076,Unbranded Soft Pants,2,356.62,2025-01-13 08:51:45,mobile,annulée,1353 Myrtle,Hilton Head Island
865422,1957,P6872,Sleek Frozen Bike,4,27.24,2024-10-01 17:32:27,mobile,payée,483 Oriole,Royal Palm Beach
865422,1957,P4918,Practical Granite Chips,4,149.95,2024-10-01 17:32:27,mobile,payée,483 Oriole,Royal Palm Beach
865716,4886,P4159,Handcrafted Chips,3,499.65,2025-02-22 22:32:42,mobile,annulée,596 La Ferrera,Woodburn
865716,4886,P2359,Wooden Hat,3,312.13,2025-02-22 22:32:42,mobile,annulée,596 La Ferrera,Woodburn
866394,6500,P6396,New Bacon,5,132.54,2025-05-12 05:58:05,mobile,annulée,1126 Lysette,Smyrna
866394,6500,P1522,Cotton Towels,2,469.84,2025-05-12 05:58:05,mobile,annulée,1126 Lysette,Smyrna
866819,4920,P3186,Fantastic Car,3,355.76,2023-10-29 22:22:47,mobile,payée,380 Fort Mason,Dumont
866819,4920,P2046,Computer,3,328.34,2023-10-29 22:22:47,mobile,payée,380 Fort Mason,Dumont
866841,9952,P2217,Hat,4,62.68,2025-04-07 02:15:36,mobile,en attente,1100 Bocana,Greeley
866854,3182,P0773,Steel Hat,5,82.27,2025-03-17 16:11:01,mobile,payée,820 Stigwood,Fort Dodge
866854,3182,P6563,Tasty Metal Computer,1,267.46,2025-03-17 16:11:01,mobile,payée,820 Stigwood,Fort Dodge
867075,6657,P0895,Generic Metal Computer,1,472.44,2024-09-09 03:06:22,mobile,annulée,294 Bosworth,Lodi
867075,6657,P0086,New Concrete Bike,4,491.8,2024-09-09 03:06:22,mobile,annulée,294 Bosworth,Lodi
867646,8475,P8384,Handcrafted Cotton Keyboard,2,336.73,2024-12-29 18:16:00,mobile,annulée,695 Sargent,Schaumburg
867646,8475,P3468,Refined Cotton Ball,5,35.06,2024-12-29 18:16:00,mobile,annulée,695 Sargent,Schaumburg
868221,5306,P8515,Fresh Bike,3,5.41,2024-11-18 17:53:43,mobile,payée,1356 Deems,Barberton
868724,1682,P7189,Handcrafted Steel Sausages,3,7.24,2024-08-23 09:37:28,mobile,en attente,1350 Grove,North Canton
868775,3423,P9619,Handmade Cotton Bacon,3,342.05,2023-06-28 00:09:11,mobile,annulée,1344 Pontiac,Peabody
868775,3423,P2024,Incredible Metal Soap,5,360.44,2023-06-28 00:09:11,mobile,annulée,1344 Pontiac,Peabody
869155,8797,P5934,Small Granite Gloves,5,31.61,2024-12-14 12:40:24,mobile,payée,1346 Arelious Walker,Hot Springs
869155,8797,P2197,For repair Metal Cheese,2,344.63,2024-12-14 12:40:24,mobile,payée,1346 Arelious Walker,Hot Springs
869155,8797,P9893,Sleek Rubber Gloves,4,253.36,2024-12-14 12:40:24,mobile,payée,1346 Arelious Walker,Hot Springs
869490,2265,P7339,For repair Rubber Hat,1,432.25,2023-10-21 07:56:55,mobile,payée,686 Holly Park,Santa Rosa
869490,2265,P8005,For repair Plastic Ball,4,261.63,2023-10-21 07:56:55,mobile,payée,686 Holly Park,Santa Rosa
869573,7848,P7950,Intelligent Cheese,3,28.2,2025-02-13 11:03:23,mobile,annulée,742 Dorcas,Topeka
869573,7848,P9459,New Concrete Table,3,154.13,2025-02-13 11:03:23,mobile,annulée,742 Dorcas,Topeka
869702,5685,P3923,Ergonomic Wooden Chair,4,420.41,2025-01-18 01:52:06,mobile,payée,482 Myrtle,Antioch
869702,5685,P8661,Intelligent Chips,3,63.89,2025-01-18 01:52:06,mobile,payée,482 Myrtle,Antioch
869702,5685,P3560,Sleek Fresh Bike,3,32.21,2025-01-18 01:52:06,mobile,payée,482 Myrtle,Antioch
870308,1226,P6956,Gently Used Concrete Chicken,1,277.45,2024-01-23 06:51:12,mobile,annulée,399 Minnesota,Greenwood
870308,1226,P1198,New Granite Pizza,4,65.52,2024-01-23 06:51:12,mobile,annulée,399 Minnesota,Greenwood
870859,3857,P7384,Rustic Granite Chair,2,267.28,2023-07-03 08:21:59,mobile,en attente,645 Blandy,Bridgeton
870859,3857,P4266,Gently Used Wooden Pizza,1,317.25,2023-07-03 08:21:59,mobile,en attente,645 Blandy,Bridgeton
870995,8302,P0842,Sleek Granite Salad,2,239.75,2024-03-21 08:32:32,mobile,payée,443 San Jacinto,Montgomery
870995,8302,P8703,Wooden Towels,5,160.04,2024-03-21 08:32:32,mobile,payée,443 San Jacinto,Montgomery
871517,8598,P8401,Tasty Metal Gloves,3,247.85,2024-05-16 14:08:32,mobile,payée,474 Harrington,Broomfield
871517,8598,P8881,Gently Used Steel Salad,5,463.75,2024-05-16 14:08:32,mobile,payée,474 Harrington,Broomfield
871710,4923,P8832,Incredible Concrete Table,1,124.93,2024-10-26 08:30:01,mobile,annulée,593 Santiago,Boulder
871710,4923,P6465,Practical Steel Bike,2,213.35,2024-10-26 08:30:01,mobile,annulée,593 Santiago,Boulder
871710,4923,P6429,Intelligent Fresh Shirt,5,363.16,2024-10-26 08:30:01,mobile,annulée,593 Santiago,Boulder
872026,7029,P4815,Incredible Concrete Chair,2,263.74,2023-12-21 08:12:55,mobile,en attente,773 Mansell,Alpharetta
872026,7029,P4061,New Cheese,4,348.28,2023-12-21 08:12:55,mobile,en attente,773 Mansell,Alpharetta
872026,7029,P6303,Gently Used Steel Pizza,5,229.32,2023-12-21 08:12:55,mobile,en attente,773 Mansell,Alpharetta
872158,3245,P9301,New Concrete Salad,3,394.54,2024-11-11 16:10:28,mobile,annulée,1338 Hobart,College Park
872158,3245,P3276,Generic Concrete Table,2,308.78,2024-11-11 16:10:28,mobile,annulée,1338 Hobart,College Park
872824,4122,P9585,Practical Pizza,2,125.43,2024-05-04 20:09:42,mobile,payée,443 Hubbell,Orland Park
873150,2365,P6093,Sleek Bike,3,475.4,2024-03-04 03:08:49,mobile,en attente,1230 Battery Blaney,Alice
873150,2365,P5365,Rustic Concrete Mouse,3,333.08,2024-03-04 03:08:49,mobile,en attente,1230 Battery Blaney,Alice
873150,2365,P6576,Awesome Metal Pants,4,261.92,2024-03-04 03:08:49,mobile,en attente,1230 Battery Blaney,Alice
873936,4876,P6212,Handcrafted Soft Shoes,5,446.7,2025-03-15 23:55:43,mobile,en attente,1270 Dwight,Columbia Heights
873936,4876,P9571,New Fresh Bacon,2,182.55,2025-03-15 23:55:43,mobile,en attente,1270 Dwight,Columbia Heights
873936,4876,P6059,Licensed Concrete Salad,5,346.98,2025-03-15 23:55:43,mobile,en attente,1270 Dwight,Columbia Heights
874363,4344,P6063,Soft Fish,1,433.06,2024-09-15 13:18:11,mobile,payée,85 Pueblo,Napa
874363,4344,P9064,Fantastic Fresh Sausages,4,386.81,2024-09-15 13:18:11,mobile,payée,85 Pueblo,Napa
875110,2288,P4695,Gently Used Fresh Shirt,4,235.77,2023-11-23 01:16:49,mobile,payée,224 Ames,Santa Ana
875180,2643,P1280,Used Rubber Chips,2,481.32,2025-01-07 08:40:00,mobile,payée,1071 Sadowa,Asheboro
875180,2643,P2063,Tasty Frozen Chair,2,304.28,2025-01-07 08:40:00,mobile,payée,1071 Sadowa,Asheboro
875363,4947,P9717,Handmade Plastic Fish,3,146.47,2024-04-21 19:57:47,mobile,annulée,962 Princeton,Manitowoc
875363,4947,P5059,Gently Used Steel Bike,5,389.33,2024-04-21 19:57:47,mobile,annulée,962 Princeton,Manitowoc
875960,5810,P6677,Steel Chair,1,171.84,2024-05-05 19:41:31,mobile,payée,61 Gardenside,Van Buren
875960,5810,P1653,Steel Shirt,5,472.57,2024-05-05 19:41:31,mobile,payée,61 Gardenside,Van Buren
875960,5810,P0367,For repair Ball,4,100.34,2024-05-05 19:41:31,mobile,payée,61 Gardenside,Van Buren
876664,1397,P2878,Intelligent Soap,4,342.06,2023-12-18 00:40:18,mobile,annulée,1235 Page,Wadsworth
876786,6618,P4440,Handcrafted Metal Computer,2,442.99,2023-10-03 22:52:16,mobile,en attente,864 Robert C Levy,Waxahachie
877261,6020,P4802,Licensed Rubber Gloves,4,486.97,2024-09-28 03:16:33,mobile,en attente,420 Ardenwood,Lake Jackson
877261,6020,P2139,Rustic Frozen Gloves,2,477.75,2024-09-28 03:16:33,mobile,en attente,420 Ardenwood,Lake Jackson
877801,1874,P4084,Small Plastic Table,2,346.11,2024-03-15 19:59:27,mobile,en attente,358 Ora,Redondo Beach
877801,1874,P9751,Licensed Plastic Computer,1,148.72,2024-03-15 19:59:27,mobile,en attente,358 Ora,Redondo Beach
877816,8272,P3736,Practical Sausages,5,397.81,2024-10-30 10:33:02,mobile,en attente,605 Sampson,Arlington Heights
877816,8272,P8311,Small Granite Soap,3,352.11,2024-10-30 10:33:02,mobile,en attente,605 Sampson,Arlington Heights
877937,9510,P3079,Unbranded Rubber Pizza,3,419.39,2024-01-22 06:41:36,mobile,annulée,497 Edward,Imperial Beach
878212,1000,P2407,Generic Frozen Chips,2,207.46,2023-10-18 03:39:55,mobile,annulée,377 Illinois,Perrysburg
878212,1000,P3550,Gorgeous Plastic Chicken,3,262.44,2023-10-18 03:39:55,mobile,annulée,377 Illinois,Perrysburg
879117,9007,P1869,Fantastic Frozen Computer,1,370.39,2024-11-19 23:52:47,mobile,payée,1240 Boyd,South Milwaukee
879117,9007,P0527,For repair Rubber Chicken,3,359.73,2024-11-19 23:52:47,mobile,payée,1240 Boyd,South Milwaukee
879117,9007,P6256,Intelligent Frozen Fish,4,336.63,2024-11-19 23:52:47,mobile,payée,1240 Boyd,South Milwaukee
879915,5667,P3586,New Metal Table,5,385.49,2024-04-25 07:42:58,mobile,annulée,1045 Arthur,Godfrey
879915,5667,P9132,Fantastic Metal Pizza,1,309.17,2024-04-25 07:42:58,mobile,annulée,1045 Arthur,Godfrey
879915,5667,P1306,For repair Rubber Fish,5,386.97,2024-04-25 07:42:58,mobile,annulée,1045 Arthur,Godfrey
880516,6561,P2211,Refined Fresh Fish,1,244.29,2024-09-04 02:14:24,mobile,payée,806 Alabama,Shelton
880516,6561,P8731,Intelligent Cotton Pants,4,261.63,2024-09-04 02:14:24,mobile,payée,806 Alabama,Shelton
880996,2546,P1511,Fantastic Steel Mouse,3,74.35,2023-11-30 09:19:15,mobile,payée,7 Diamond Heights,Melrose
881542,2140,P2816,Tasty Shoes,3,337.26,2024-11-25 02:51:05,mobile,en attente,308 Sternberg,Miami Beach
881877,6508,P4172,Practical Rubber Ball,1,78.45,2024-11-02 19:57:58,mobile,en attente,189 Rosemont,Newport News
881877,6508,P4734,Intelligent Metal Mouse,1,483.98,2024-11-02 19:57:58,mobile,en attente,189 Rosemont,Newport News
881877,6508,P4888,Licensed Steel Hat,3,477.42,2024-11-02 19:57:58,mobile,en attente,189 Rosemont,Newport News
882225,4601,P7914,Gorgeous Soft Table,4,104.68,2023-11-10 23:36:48,mobile,annulée,998 Topaz,Perris
882225,4601,P6542,New Wooden Fish,1,198.73,2023-11-10 23:36:48,mobile,annulée,998 Topaz,Perris
882249,8658,P2860,Ergonomic Plastic Bacon,5,375.35,2024-04-15 13:43:14,mobile,payée,274 Elliot,White Bear Lake
883655,5273,P1654,Used Plastic Towels,5,202.37,2023-11-23 17:26:49,mobile,payée,931 Belgrave,Corcoran
884054,4041,P6037,Gently Used Cotton Soap,4,57.76,2023-09-25 13:47:02,mobile,en attente,51 Gillette,Durham
885196,1116,P0220,Licensed Soft Ball,4,380.66,2024-09-01 10:57:42,mobile,en attente,1073 Pueblo,Champaign
885847,9104,P5147,Intelligent Concrete Chicken,2,455.8,2025-05-09 18:54:57,mobile,en attente,889 Taylor,New Braunfels
885847,9104,P6860,Ergonomic Rubber Pants,3,116.16,2025-05-09 18:54:57,mobile,en attente,889 Taylor,New Braunfels
886054,8722,P0888,New Chips,3,340.07,2025-01-20 14:06:18,mobile,annulée,855 Van Keuren,Saratoga
886054,8722,P4546,Awesome Soft Shirt,2,192.42,2025-01-20 14:06:18,mobile,annulée,855 Van Keuren,Saratoga
886384,8899,P8425,Practical Fresh Cheese,4,60.57,2023-11-12 19:13:45,mobile,en attente,311 Claremont,Forest Park
886921,6934,P5243,Gently Used Rubber Tuna,1,262.79,2025-02-07 14:12:44,mobile,payée,33 Newburg,Big Spring
888236,8443,P0206,Refined Fresh Chair,5,389.06,2024-03-22 11:07:15,mobile,en attente,975 Alpine,Noblesville
888236,8443,P0601,Used Fresh Soap,1,498.8,2024-03-22 11:07:15,mobile,en attente,975 Alpine,Noblesville
888289,8858,P2593,Refined Sausages,3,349.75,2025-05-26 04:18:37,mobile,en attente,957 Day,Titusville
888289,8858,P7853,For repair Granite Fish,3,145.22,2025-05-26 04:18:37,mobile,en attente,957 Day,Titusville
888604,7299,P8088,Generic Salad,5,43.79,2025-03-19 15:00:33,mobile,annulée,343 Sunview,Gahanna
888879,1303,P0157,Small Shoes,3,484.7,2024-06-24 20:36:19,mobile,payée,370 Robinson,The Colony
888879,1303,P0274,Awesome Soft Computer,5,49.02,2024-06-24 20:36:19,mobile,payée,370 Robinson,The Colony
888896,2123,P1068,Generic Steel Pizza,4,92.69,2024-08-28 05:46:26,mobile,en attente,698 Bonita,Burnsville
888896,2123,P3692,Generic Plastic Bike,1,343.63,2024-08-28 05:46:26,mobile,en attente,698 Bonita,Burnsville
889034,5381,P8452,Gorgeous Cotton Bike,3,124.81,2024-09-18 09:14:19,mobile,annulée,701 Butte,Battle Ground
889504,1171,P7257,Sleek Concrete Towels,3,419.46,2024-11-14 12:59:11,mobile,en attente,732 Vale,Brownsburg
889504,1171,P0820,Rustic Plastic Pants,4,100.61,2024-11-14 12:59:11,mobile,en attente,732 Vale,Brownsburg
889766,9300,P9807,Practical Plastic Salad,1,336.41,2023-12-02 22:59:14,mobile,annulée,1187 Koret,Klamath Falls
889818,8908,P0623,Unbranded Frozen Bacon,1,265.39,2024-10-21 13:35:11,mobile,annulée,574 Rondel,Lathrop
889818,8908,P6302,Licensed Fresh Chips,1,82.66,2024-10-21 13:35:11,mobile,annulée,574 Rondel,Lathrop
889818,8908,P0734,Generic Fresh Tuna,5,453.19,2024-10-21 13:35:11,mobile,annulée,574 Rondel,Lathrop
890057,5545,P6678,Tasty Rubber Sausages,4,95.06,2023-09-29 18:05:24,mobile,en attente,1135 Sonoma,Tamarac
890057,5545,P6125,Small Plastic Gloves,2,195.91,2023-09-29 18:05:24,mobile,en attente,1135 Sonoma,Tamarac
890057,5545,P3868,For repair Frozen Shoes,1,129.04,2023-09-29 18:05:24,mobile,en attente,1135 Sonoma,Tamarac
890870,4378,P9332,Ergonomic Frozen Mouse,5,326.34,2024-03-01 13:06:41,mobile,payée,403 Moscow,Fishers
891497,5323,P1322,Awesome Frozen Gloves,4,36.05,2024-09-07 13:27:59,mobile,en attente,1312 Soule,Oregon
891497,5323,P9445,Intelligent Cotton Bacon,1,473.55,2024-09-07 13:27:59,mobile,en attente,1312 Soule,Oregon
891822,9627,P6668,Gently Used Frozen Car,1,105.91,2025-04-22 04:47:36,mobile,en attente,208 Jarboe,Yuba City
891822,9627,P4614,Awesome Frozen Fish,2,81.79,2025-04-22 04:47:36,mobile,en attente,208 Jarboe,Yuba City
891822,9627,P4745,Unbranded Ball,5,204.09,2025-04-22 04:47:36,mobile,en attente,208 Jarboe,Yuba City
892216,2043,P8685,Generic Wooden Chicken,2,237.17,2024-11-17 17:51:01,mobile,payée,64 Hillcrest,Toledo
892216,2043,P3660,Incredible Cotton Gloves,3,93.08,2024-11-17 17:51:01,mobile,payée,64 Hillcrest,Toledo
892216,2043,P9095,Generic Frozen Tuna,5,130.9,2024-11-17 17:51:01,mobile,payée,64 Hillcrest,Toledo
893444,7577,P7623,Ergonomic Fresh Computer,2,459.33,2024-10-11 20:00:50,mobile,annulée,1308 Shaw,Delano
893444,7577,P8997,For repair Granite Car,2,274.31,2024-10-11 20:00:50,mobile,annulée,1308 Shaw,Delano
893444,7577,P4833,Small Fresh Cheese,2,57.87,2024-10-11 20:00:50,mobile,annulée,1308 Shaw,Delano
895658,9818,P1876,New Rubber Table,1,213.94,2025-03-25 05:46:13,mobile,en attente,1269 Helen,Valparaiso
895658,9818,P0885,Handcrafted Rubber Pants,4,65.16,2025-03-25 05:46:13,mobile,en attente,1269 Helen,Valparaiso
896296,5102,P7962,Licensed Plastic Towels,3,198.28,2023-07-09 16:39:20,mobile,annulée,479 Clayton,Peachtree City
896296,5102,P2337,New Hat,1,343.3,2023-07-09 16:39:20,mobile,annulée,479 Clayton,Peachtree City
897152,8970,P5006,Small Mouse,1,135.19,2024-02-27 18:06:19,mobile,payée,1344 Melba,Hollister
897533,9445,P7258,Rustic Metal Hat,3,220.15,2024-07-11 23:41:10,mobile,payée,225 Bergen,Little Elm
898132,3130,P7813,Unbranded Steel Chips,4,308.3,2024-05-02 11:26:39,mobile,en attente,792 Flower,Vista
898132,3130,P0868,Unbranded Fresh Computer,4,400.99,2024-05-02 11:26:39,mobile,en attente,792 Flower,Vista
898222,9132,P4169,Cotton Table,5,412.79,2025-05-24 01:14:46,mobile,payée,1134 Camellia,LaGrange
898222,9132,P4337,Fresh Table,3,221.6,2025-05-24 01:14:46,mobile,payée,1134 Camellia,LaGrange
898475,2505,P4750,Handmade Steel Ball,4,323.7,2024-10-03 17:17:39,mobile,annulée,1247 Paraiso,Muskegon
898475,2505,P7831,Handmade Cotton Hat,3,270.42,2024-10-03 17:17:39,mobile,annulée,1247 Paraiso,Muskegon
899978,9582,P4299,Sleek Wooden Ball,2,402.12,2025-04-24 16:26:04,mobile,annulée,619 Easement,Cocoa
900238,8368,P2264,Fantastic Concrete Pizza,3,73.82,2024-07-26 19:56:12,mobile,en attente,760 Agnon,Friendswood
900238,8368,P3946,For repair Metal Pants,5,131.29,2024-07-26 19:56:12,mobile,en attente,760 Agnon,Friendswood
900743,8201,P9955,For repair Steel Keyboard,2,113.0,2024-05-14 01:44:38,mobile,annulée,1068 Forest View,Oxford
901007,4608,P6657,Licensed Soft Gloves,4,498.19,2023-06-24 11:09:57,mobile,payée,794 Ellert,Loves Park
901007,4608,P2476,Practical Plastic Bacon,2,104.26,2023-06-24 11:09:57,mobile,payée,794 Ellert,Loves Park
901007,4608,P6904,Ergonomic Soft Hat,1,196.55,2023-06-24 11:09:57,mobile,payée,794 Ellert,Loves Park
902122,2452,P8757,Ergonomic Granite Soap,4,290.72,2023-08-29 18:04:42,mobile,annulée,338 Saint Germain,Reading
902122,2452,P5419,Refined Frozen Gloves,5,460.01,2023-08-29 18:04:42,mobile,annulée,338 Saint Germain,Reading
902703,5771,P2701,Small Concrete Bike,3,273.27,2024-08-04 11:25:55,mobile,payée,623 Gellert,Harrisonburg
902800,8109,P0832,Wooden Soap,5,494.24,2023-08-27 03:31:01,mobile,en attente,253 Sherman,Anaheim
903296,7536,P5306,Used Frozen Ball,5,200.75,2024-12-19 14:00:25,mobile,annulée,980 Badger,Hinesville
903296,7536,P5966,New Metal Pizza,3,232.77,2024-12-19 14:00:25,mobile,annulée,980 Badger,Hinesville
903572,8505,P2761,Handmade Granite Chicken,5,405.2,2025-04-26 02:01:17,mobile,en attente,970 Meda,West New York
903572,8505,P9902,Tasty Concrete Hat,3,25.93,2025-04-26 02:01:17,mobile,en attente,970 Meda,West New York
903572,8505,P2829,Ergonomic Plastic Computer,1,376.06,2025-04-26 02:01:17,mobile,en attente,970 Meda,West New York
904648,7125,P0518,Used Computer,1,90.26,2024-10-23 15:15:58,mobile,payée,438 Mississippi,Gahanna
904850,7812,P1355,Rubber Salad,4,30.73,2024-06-26 07:05:36,mobile,payée,504 Orizaba,Lombard
904850,7812,P0487,Handcrafted Plastic Keyboard,1,140.06,2024-06-26 07:05:36,mobile,payée,504 Orizaba,Lombard
905456,3068,P0693,Unbranded Concrete Cheese,5,217.85,2024-03-01 07:46:32,mobile,annulée,294 Stevenson,Southfield
907273,8896,P8206,Generic Rubber Soap,3,110.45,2024-01-14 19:06:34,mobile,annulée,1391 Yerba Buena,Sterling Heights
907665,8677,P1892,Generic Chips,4,248.08,2025-03-30 08:31:42,mobile,payée,422 Mary Teresa,Melbourne
907665,8677,P2741,For repair Cotton Towels,2,420.63,2025-03-30 08:31:42,mobile,payée,422 Mary Teresa,Melbourne
907665,8677,P5964,Cotton Keyboard,2,27.12,2025-03-30 08:31:42,mobile,payée,422 Mary Teresa,Melbourne
907713,7623,P3264,Licensed Metal Keyboard,5,386.7,2024-04-13 15:29:43,mobile,en attente,1279 Penny,Colton
908620,9868,P2721,Wooden Pizza,1,417.45,2023-07-11 14:36:49,mobile,annulée,343 Bercut Access,Fort Collins
908620,9868,P2380,Steel Pants,2,8.23,2023-07-11 14:36:49,mobile,annulée,343 Bercut Access,Fort Collins
908620,9868,P8835,Cotton Pants,3,307.18,2023-07-11 14:36:49,mobile,annulée,343 Bercut Access,Fort Collins
908709,5439,P4204,Tasty Car,4,491.76,2023-11-22 10:50:46,mobile,payée,85 Noriega,Mission
908709,5439,P4916,Frozen Car,1,198.53,2023-11-22 10:50:46,mobile,payée,85 Noriega,Mission
908709,5439,P6480,Gorgeous Cheese,4,419.51,2023-11-22 10:50:46,mobile,payée,85 Noriega,Mission
909101,9035,P6918,Handmade Pants,3,77.15,2025-01-20 05:01:02,mobile,en attente,570 Silverview,Gadsden
